2262.902	560.000	120.225	1.000
2282.916	360.000	91.128	1.000
2302.930	352.000	89.531	1.000
2322.944	398.000	96.229	1.000
2342.958	298.000	74.583	1.000
2362.972	248.000	68.044	1.000
2382.986	276.000	72.238	1.000
2402.999	184.000	50.505	1.000
2423.013	154.000	42.617	1.000
2443.027	154.000	43.265	1.000
2463.041	132.000	36.884	1.000
2483.055	148.000	32.733	1.000
2503.069	144.000	32.101	1.000
2523.083	142.000	31.168	1.000
2543.097	160.000	31.840	1.000
2563.110	180.000	32.537	1.000
2583.124	166.000	31.998	1.000
2603.138	164.000	32.743	1.000
2623.152	178.000	33.718	1.000
2643.166	172.000	33.328	1.000
2663.180	184.000	34.701	1.000
2683.194	200.000	37.962	1.000
2703.208	204.000	37.101	1.000
2723.221	196.000	38.128	1.000
2743.235	198.000	39.758	1.000
2763.249	208.000	41.013	1.000
2783.263	190.000	39.884	1.000
2803.277	194.000	41.941	1.000
2823.291	178.000	40.160	1.000
2843.305	170.000	40.377	1.000
2863.319	174.000	42.057	1.000
2883.332	172.000	45.413	1.000
2903.346	176.000	46.137	1.000
2923.360	164.000	45.057	1.000
2943.374	146.000	39.611	1.000
2963.388	128.000	40.051	1.000
2983.402	132.000	41.265	1.000
3003.416	114.000	34.457	1.000
3023.430	104.000	31.701	1.000
3043.443	104.000	30.891	1.000
3063.457	96.000	30.314	1.000
3083.471	84.000	26.848	1.000
3103.485	82.000	25.571	1.000
3123.499	80.000	26.263	1.000
3143.513	88.000	25.773	1.000
3163.527	82.000	25.813	1.000
3183.541	80.000	25.545	1.000
3203.554	86.000	25.293	1.000
3223.568	94.000	24.377	1.000
3243.582	96.000	25.295	1.000
3263.596	110.000	25.766	1.000
3283.610	112.000	24.627	1.000
3303.624	122.000	25.945	1.000
3323.638	120.000	25.524	1.000
3343.652	134.000	29.461	1.000
3363.665	134.000	29.257	1.000
3383.679	140.000	28.863	1.000
3403.693	134.000	32.177	1.000
3423.707	128.000	31.133	1.000
3443.721	130.000	30.941	1.000
3463.735	132.000	32.282	1.000
3483.749	126.000	31.897	1.000
3503.763	126.000	33.103	1.000
3523.776	128.000	32.297	1.000
3543.790	112.000	31.802	1.000
3563.804	114.000	31.501	1.000
3583.818	112.000	29.383	1.000
3603.832	86.000	26.813	1.000
3623.846	84.000	25.827	1.000
3643.860	88.000	25.895	1.000
3663.874	70.000	22.968	1.000
3683.887	60.000	21.088	1.000
3703.901	66.000	21.651	1.000
3723.915	66.000	20.884	1.000
3743.929	46.000	17.987	1.000
3763.943	48.000	18.305	1.000
3783.957	48.000	18.621	1.000
3803.971	46.000	17.192	1.000
3823.985	44.000	15.678	1.000
3843.999	44.000	16.095	1.000
3864.012	40.000	15.213	1.000
3884.026	44.000	15.480	1.000
3904.040	46.000	15.720	1.000
3924.054	46.000	15.040	1.000
3944.068	50.000	15.876	1.000
3964.082	50.000	15.337	1.000
3984.096	52.000	15.659	1.000
4004.110	54.000	16.455	1.000
4024.123	56.000	16.598	1.000
4044.137	64.000	16.903	1.000
4064.151	56.000	16.484	1.000
4084.165	58.000	17.053	1.000
4104.179	66.000	17.552	1.000
4124.193	54.000	17.579	1.000
4144.207	54.000	17.608	1.000
4164.221	58.000	17.676	1.000
4184.234	62.000	18.141	1.000
4204.248	50.000	17.364	1.000
4224.262	54.000	17.621	1.000
4244.276	54.000	17.808	1.000
4264.290	52.000	17.339	1.000
4284.304	50.000	17.023	1.000
4304.318	50.000	17.349	1.000
4324.332	46.000	16.825	1.000
4344.345	42.000	16.112	1.000
4364.359	38.000	14.975	1.000
4384.373	40.000	15.789	1.000
4404.387	34.000	14.817	1.000
4424.401	34.000	14.091	1.000
4444.415	34.000	13.903	1.000
4464.429	38.000	14.328	1.000
4484.443	32.000	13.451	1.000
4504.456	38.000	13.160	1.000
4524.470	32.000	13.427	1.000
4544.484	30.000	12.278	1.000
4564.498	34.000	12.684	1.000
4584.512	28.000	12.442	1.000
4604.526	30.000	12.520	1.000
4624.540	30.000	11.869	1.000
4644.554	28.000	11.979	1.000
4664.567	28.000	11.920	1.000
4684.581	34.000	12.086	1.000
4704.595	30.000	11.722	1.000
4724.609	32.000	11.762	1.000
4744.623	28.000	12.265	1.000
4764.637	32.000	12.162	1.000
4784.651	34.000	12.263	1.000
4804.665	28.000	11.638	1.000
4824.678	28.000	12.646	1.000
4844.692	32.000	12.076	1.000
4864.706	30.000	12.394	1.000
4884.720	32.000	12.558	1.000
4904.734	30.000	12.000	1.000
4924.748	28.000	12.211	1.000
4944.762	30.000	12.211	1.000
4964.776	28.000	12.004	1.000
4984.789	32.000	11.939	1.000
5004.803	32.000	12.284	1.000
