-1199.498	30.000	10.114	1.000
-1179.484	28.000	10.023	1.000
-1159.471	28.000	10.827	1.000
-1139.457	28.000	10.335	1.000
-1119.443	26.000	10.421	1.000
-1099.429	30.000	10.126	1.000
-1079.415	28.000	10.383	1.000
-1059.401	30.000	10.242	1.000
-1039.387	26.000	10.002	1.000
-1019.373	30.000	10.105	1.000
-999.360	28.000	10.152	1.000
-979.346	30.000	10.440	1.000
-959.332	36.000	11.128	1.000
-939.318	30.000	10.794	1.000
-919.304	32.000	10.354	1.000
-899.290	30.000	10.375	1.000
-879.276	28.000	10.305	1.000
-859.262	28.000	10.975	1.000
-839.249	28.000	10.499	1.000
-819.235	30.000	11.213	1.000
-799.221	28.000	10.246	1.000
-779.207	28.000	10.375	1.000
-759.193	26.000	10.084	1.000
-739.179	26.000	10.200	1.000
-719.165	28.000	10.806	1.000
-699.151	28.000	11.314	1.000
-679.138	26.000	11.076	1.000
-659.124	34.000	12.928	1.000
-639.110	32.000	13.232	1.000
-619.096	32.000	14.126	1.000
-599.082	36.000	14.758	1.000
-579.068	56.000	22.204	1.000
-559.054	56.000	21.065	1.000
-539.040	58.000	23.604	1.000
-519.027	112.000	44.865	1.000
-499.013	134.000	53.168	1.000
-478.999	178.000	68.634	1.000
-458.985	352.000	131.259	1.000
-438.971	296.000	115.333	1.000
-418.957	360.000	132.800	1.000
-398.943	482.000	183.103	1.000
-378.929	1104.000	406.684	1.000
-358.916	1490.000	568.503	1.000
-338.902	1330.000	504.909	1.000
-318.888	4152.000	1571.648	1.000
-298.874	3936.000	1541.320	1.000
-278.860	3742.000	1473.248	1.000
-258.846	8420.000	3375.524	1.000
-238.832	10886.000	4260.760	1.000
-218.818	10626.000	4199.682	1.000
-198.805	14184.000	5844.806	1.000
-178.791	29102.000	12475.857	1.000
-158.777	32410.000	13828.025	1.000
-138.763	29462.000	12248.126	1.000
-118.749	64535.000	27895.739	100.000
-98.735	68000.000	26707.579	100.000
-78.721	88800.000	34982.316	100.000
-58.707	146600.000	64177.263	100.000
-38.693	171800.000	74810.526	100.000
-18.680	161600.000	64177.684	100.000
1.334	174200.000	68922.737	100.000
21.348	180200.000	70838.316	100.000
41.362	192200.000	74747.368	100.000
61.376	180000.000	71113.895	100.000
81.390	87600.000	29966.947	100.000
101.404	87200.000	28845.684	100.000
121.418	68000.000	24113.053	100.000
141.431	51000.000	17165.263	100.000
161.445	45200.000	16155.368	100.000
181.459	47800.000	18667.579	100.000
201.473	44000.000	17858.105	100.000
221.487	21000.000	8839.368	100.000
241.501	22600.000	9168.842	100.000
261.515	19600.000	8407.368	1.000
281.529	7652.000	3663.518	1.000
301.542	8830.000	4014.312	1.000
321.556	8282.000	3881.051	1.000
341.570	6002.000	3458.015	1.000
361.584	5136.000	2954.021	1.000
381.598	5488.000	3071.644	1.000
401.612	5076.000	2688.267	1.000
421.626	6288.000	2866.872	1.000
441.640	6336.000	2951.126	1.000
461.653	6478.000	2782.762	1.000
481.667	6258.000	2636.811	1.000
501.681	8328.000	3228.785	1.000
521.695	6820.000	2724.019	1.000
541.709	3930.000	1873.907	1.000
561.723	4398.000	1992.461	1.000
581.737	4210.000	1950.941	1.000
601.751	3760.000	1790.971	1.000
621.764	5010.000	1812.242	1.000
641.778	5044.000	1956.737	1.000
661.792	4558.000	1791.128	1.000
681.806	4286.000	1753.185	1.000
701.820	4142.000	1665.484	1.000
721.834	4174.000	1704.295	1.000
741.848	2906.000	990.838	1.000
761.862	2398.000	840.857	1.000
781.875	2758.000	904.156	1.000
801.889	1844.000	699.695	1.000
821.903	1432.000	523.088	1.000
841.917	1498.000	511.663	1.000
861.931	1482.000	515.368	1.000
881.945	1802.000	517.985	1.000
901.959	1706.000	509.406	1.000
921.973	1436.000	437.242	1.000
941.986	960.000	256.341	1.000
962.000	830.000	197.394	1.000
982.014	748.000	189.840	1.000
1002.028	698.000	172.366	1.000
1022.042	724.000	173.556	1.000
1042.056	744.000	183.488	1.000
1062.070	672.000	169.139	1.000
1082.084	570.000	143.223	1.000
1102.097	592.000	147.238	1.000
1122.111	656.000	162.057	1.000
1142.125	888.000	193.726	1.000
1162.139	924.000	182.928	1.000
1182.153	918.000	186.396	1.000
1202.167	944.000	192.657	1.000
1222.181	1326.000	206.537	1.000
1242.195	1390.000	207.811	1.000
1262.208	1518.000	227.109	1.000
1282.222	1380.000	182.223	1.000
1302.236	1540.000	204.299	1.000
1322.250	1586.000	211.491	1.000
1342.264	1164.000	203.682	1.000
1362.278	1292.000	220.872	1.000
1382.292	1272.000	216.680	1.000
1402.306	1218.000	227.789	1.000
1422.319	1368.000	284.971	1.000
1442.333	1408.000	290.549	1.000
1462.347	1480.000	320.983	1.000
1482.361	1226.000	274.101	1.000
1502.375	1332.000	303.680	1.000
1522.389	1264.000	305.867	1.000
1542.403	1048.000	238.920	1.000
1562.417	996.000	230.952	1.000
1582.430	950.000	204.787	1.000
1602.444	780.000	180.044	1.000
1622.458	564.000	139.876	1.000
1642.472	628.000	149.775	1.000
1662.486	582.000	144.269	1.000
1682.500	450.000	135.284	1.000
1702.514	440.000	131.335	1.000
1722.528	428.000	127.288	1.000
1742.541	428.000	108.869	1.000
1762.555	476.000	105.577	1.000
1782.569	540.000	107.118	1.000
1802.583	532.000	96.387	1.000
1822.597	698.000	98.105	1.000
1842.611	716.000	98.368	1.000
1862.625	712.000	94.444	1.000
1882.639	790.000	110.314	1.000
1902.653	830.000	116.467	1.000
1922.666	792.000	112.623	1.000
1942.680	682.000	107.442	1.000
1962.694	780.000	122.459	1.000
1982.708	850.000	132.331	1.000
2002.722	820.000	149.175	1.000
2022.736	760.000	143.714	1.000
2042.750	898.000	165.792	1.000
2062.764	760.000	151.749	1.000
2082.777	786.000	172.707	1.000
2102.791	830.000	181.154	1.000
2122.805	912.000	193.665	1.000
2142.819	718.000	156.617	1.000
2162.833	674.000	145.434	1.000
2182.847	738.000	162.545	1.000
2202.861	530.000	118.787	1.000
2222.875	594.000	125.945	1.000
2242.888	584.000	124.042	1.000
