Wavelength (nm) - Plot 0	Amplitude (cts) - Plot 0	
482.834	1014	
482.866	1010	
482.897	1014	
482.929	1008	
482.961	1016	
482.993	1014	
483.024	1016	
483.056	1018	
483.088	1012	
483.119	1018	
483.151	1010	
483.183	1012	
483.215	1014	
483.246	1016	
483.278	1020	
483.31	1018	
483.342	1012	
483.373	1014	
483.405	1018	
483.437	1010	
483.468	1014	
483.5	1018	
483.532	1022	
483.564	1014	
483.595	1008	
483.627	1014	
483.659	1010	
483.69	1008	
483.722	1014	
483.754	1010	
483.785	1006	
483.817	1020	
483.849	1016	
483.881	1014	
483.912	1012	
483.944	1016	
483.976	1012	
484.007	1016	
484.039	1012	
484.071	1018	
484.102	1010	
484.134	1014	
484.166	1014	
484.197	1020	
484.229	1014	
484.261	1014	
484.293	1016	
484.324	1014	
484.356	1016	
484.388	1014	
484.419	1018	
484.451	1014	
484.483	1016	
484.514	1008	
484.546	1016	
484.578	1020	
484.609	1018	
484.641	1010	
484.673	1022	
484.704	1020	
484.736	1016	
484.768	1018	
484.799	1016	
484.831	1014	
484.863	1006	
484.894	1014	
484.926	1012	
484.958	1016	
484.989	1014	
485.021	1012	
485.053	1012	
485.084	1016	
485.116	1018	
485.148	1016	
485.179	1014	
485.211	1010	
485.243	1018	
485.274	1016	
485.306	1014	
485.337	1016	
485.369	1016	
485.401	1010	
485.432	1012	
485.464	1014	
485.496	1014	
485.527	1016	
485.559	1014	
485.591	1016	
485.622	1010	
485.654	1014	
485.686	1018	
485.717	1016	
485.749	1010	
485.78	1024	
485.812	1016	
485.844	1010	
485.875	1012	
485.907	1016	
485.939	1014	
485.97	1010	
486.002	1012	
486.033	1016	
486.065	1016	
486.097	1020	
486.128	1014	
486.16	1010	
486.192	1010	
486.223	1014	
486.255	1014	
486.286	1012	
486.318	1010	
486.35	1014	
486.381	1014	
486.413	1012	
486.444	1016	
486.476	1016	
486.508	1016	
486.539	1014	
486.571	1020	
486.602	1006	
486.634	1014	
486.666	1016	
486.697	1014	
486.729	1014	
486.76	1018	
486.792	1016	
486.824	1014	
486.855	1012	
486.887	1014	
486.918	1012	
486.95	1012	
486.982	1016	
487.013	1010	
487.045	1014	
487.076	1014	
487.108	1012	
487.14	1010	
487.171	1016	
487.203	1016	
487.234	1012	
487.266	1018	
487.297	1008	
487.329	1018	
487.361	1010	
487.392	1016	
487.424	1012	
487.455	1020	
487.487	1012	
487.518	1016	
487.55	1012	
487.582	1014	
487.613	1010	
487.645	1020	
487.676	1010	
487.708	1016	
487.739	1018	
487.771	1012	
487.803	1014	
487.834	1016	
487.866	1020	
487.897	1016	
487.929	1016	
487.96	1018	
487.992	1012	
488.023	1016	
488.055	1012	
488.087	1014	
488.118	1016	
488.15	1016	
488.181	1012	
488.213	1020	
488.244	1014	
488.276	1010	
488.307	1014	
488.339	1016	
488.37	1018	
488.402	1012	
488.433	1016	
488.465	1016	
488.497	1018	
488.528	1010	
488.56	1014	
488.591	1020	
488.623	1016	
488.654	1014	
488.686	1022	
488.717	1014	
488.749	1014	
488.78	1018	
488.812	1018	
488.843	1016	
488.875	1010	
488.906	1012	
488.938	1018	
488.969	1010	
489.001	1010	
489.032	1008	
489.064	1016	
489.096	1020	
489.127	1014	
489.159	1016	
489.19	1018	
489.222	1014	
489.253	1016	
489.285	1012	
489.316	1012	
489.348	1018	
489.379	1016	
489.411	1016	
489.442	1018	
489.474	1016	
489.505	1010	
489.537	1022	
489.568	1016	
489.6	1012	
489.631	1016	
489.663	1014	
489.694	1014	
489.726	1016	
489.757	1016	
489.789	1016	
489.82	1016	
489.851	1016	
489.883	1012	
489.914	1016	
489.946	1014	
489.977	1008	
490.009	1016	
490.04	1018	
490.072	1020	
490.103	1012	
490.135	1018	
490.166	1014	
490.198	1010	
490.229	1020	
490.261	1018	
490.292	1016	
490.324	1014	
490.355	1016	
490.387	1014	
490.418	1012	
490.449	1020	
490.481	1012	
490.512	1018	
490.544	1012	
490.575	1018	
490.607	1010	
490.638	1016	
490.67	1016	
490.701	1016	
490.733	1012	
490.764	1018	
490.796	1008	
490.827	1014	
490.858	1016	
490.89	1012	
490.921	1016	
490.953	1012	
490.984	1020	
491.016	1014	
491.047	1012	
491.079	1014	
491.11	1012	
491.141	1008	
491.173	1012	
491.204	1010	
491.236	1022	
491.267	1010	
491.299	1016	
491.33	1018	
491.361	1016	
491.393	1014	
491.424	1014	
491.456	1014	
491.487	1014	
491.519	1016	
491.55	1018	
491.581	1016	
491.613	1010	
491.644	1014	
491.676	1014	
491.707	1018	
491.739	1018	
491.77	1012	
491.801	1014	
491.833	1012	
491.864	1014	
491.896	1014	
491.927	1014	
491.958	1012	
491.99	1014	
492.021	1014	
492.053	1018	
492.084	1014	
492.115	1014	
492.147	1014	
492.178	1014	
492.21	1014	
492.241	1014	
492.272	1016	
492.304	1018	
492.335	1014	
492.367	1016	
492.398	1018	
492.429	1012	
492.461	1018	
492.492	1010	
492.524	1010	
492.555	1012	
492.586	1012	
492.618	1018	
492.649	1012	
492.681	1016	
