Wavelength (nm) - Plot 0	Amplitude (cts) - Plot 0	
762.166	1438	
762.194	1440	
762.223	1428	
762.251	1446	
762.279	1414	
762.308	1394	
762.336	1406	
762.365	1398	
762.393	1384	
762.422	1366	
762.45	1378	
762.478	1378	
762.507	1374	
762.535	1358	
762.564	1348	
762.592	1360	
762.62	1358	
762.649	1328	
762.677	1328	
762.706	1302	
762.734	1338	
762.762	1314	
762.791	1330	
762.819	1328	
762.848	1316	
762.876	1314	
762.904	1298	
762.933	1286	
762.961	1284	
762.99	1278	
763.018	1260	
763.046	1268	
763.075	1264	
763.103	1268	
763.132	1260	
763.16	1250	
763.188	1260	
763.217	1244	
763.245	1264	
763.273	1254	
763.302	1238	
763.33	1240	
763.359	1242	
763.387	1228	
763.415	1230	
763.444	1220	
763.472	1216	
763.5	1226	
763.529	1216	
763.557	1208	
763.586	1202	
763.614	1212	
763.642	1188	
763.671	1202	
763.699	1192	
763.727	1194	
763.756	1188	
763.784	1180	
763.812	1170	
763.841	1178	
763.869	1170	
763.897	1178	
763.926	1168	
763.954	1168	
763.983	1190	
764.011	1160	
764.039	1172	
764.068	1160	
764.096	1158	
764.124	1162	
764.153	1150	
764.181	1140	
764.209	1150	
764.238	1140	
764.266	1140	
764.294	1144	
764.323	1144	
764.351	1142	
764.379	1136	
764.408	1134	
764.436	1128	
764.464	1128	
764.493	1128	
764.521	1122	
764.549	1122	
764.578	1124	
764.606	1116	
764.634	1116	
764.662	1122	
764.691	1118	
764.719	1108	
764.747	1114	
764.776	1106	
764.804	1104	
764.832	1100	
764.861	1108	
764.889	1096	
764.917	1100	
764.946	1096	
764.974	1102	
765.002	1088	
765.031	1102	
765.059	1104	
765.087	1090	
765.115	1092	
765.144	1096	
765.172	1092	
765.2	1078	
765.229	1078	
765.257	1088	
765.285	1082	
765.313	1090	
765.342	1082	
765.37	1078	
765.398	1082	
765.427	1090	
765.455	1074	
765.483	1076	
765.511	1084	
765.54	1076	
765.568	1074	
765.596	1072	
765.625	1064	
765.653	1072	
765.681	1066	
765.709	1064	
765.738	1066	
765.766	1056	
765.794	1074	
765.822	1070	
765.851	1062	
765.879	1058	
765.907	1068	
765.935	1056	
765.964	1062	
765.992	1056	
766.02	1066	
766.049	1058	
766.077	1060	
766.105	1058	
766.133	1064	
766.162	1064	
766.19	1054	
766.218	1048	
766.246	1050	
766.275	1052	
766.303	1056	
766.331	1048	
766.359	1050	
766.387	1046	
766.416	1044	
766.444	1040	
766.472	1050	
766.5	1050	
766.529	1052	
766.557	1048	
766.585	1046	
