Wavelength (nm) - Plot 0	Amplitude (cts) - Plot 0	
740.459	3326	
740.487	3330	
740.515	3362	
740.544	3386	
740.572	3360	
740.6	3374	
740.629	3322	
740.657	3374	
740.685	3368	
740.714	3380	
740.742	3364	
740.77	3328	
740.799	3318	
740.827	3350	
740.855	3338	
740.883	3380	
740.912	3340	
740.94	3358	
740.968	3334	
740.997	3378	
741.025	3330	
741.053	3320	
741.082	3354	
741.11	3350	
741.138	3314	
741.166	3324	
741.195	3334	
741.223	3334	
741.251	3302	
741.28	3338	
741.308	3322	
741.336	3358	
741.364	3328	
741.393	3388	
741.421	3360	
741.449	3364	
741.478	3352	
741.506	3310	
741.534	3304	
741.562	3286	
741.591	3318	
741.619	3338	
741.647	3352	
741.676	3328	
741.704	3318	
741.732	3360	
741.76	3366	
741.789	3318	
741.817	3332	
741.845	3382	
741.873	3332	
741.902	3334	
741.93	3342	
741.958	3308	
741.986	3354	
742.015	3296	
742.043	3310	
742.071	3308	
742.099	3318	
742.128	3332	
742.156	3310	
742.184	3288	
742.212	3312	
742.241	3300	
742.269	3328	
742.297	3304	
742.325	3310	
742.354	3326	
742.382	3318	
742.41	3292	
742.438	3270	
742.467	3314	
742.495	3344	
742.523	3266	
742.551	3330	
742.58	3308	
742.608	3314	
742.636	3358	
742.664	3332	
742.692	3334	
742.721	3304	
742.749	3274	
742.777	3320	
742.805	3296	
742.834	3310	
742.862	3292	
742.89	3270	
742.918	3280	
742.946	3282	
742.975	3302	
743.003	3310	
743.031	3278	
743.059	3278	
743.087	3314	
743.116	3238	
743.144	3324	
743.172	3276	
743.2	3278	
743.228	3304	
743.257	3294	
743.285	3256	
743.313	3294	
743.341	3262	
743.369	3262	
743.398	3290	
743.426	3288	
743.454	3290	
743.482	3308	
743.51	3276	
743.539	3242	
743.567	3298	
743.595	3316	
743.623	3282	
743.651	3302	
743.679	3264	
743.708	3286	
743.736	3272	
743.764	3296	
743.792	3276	
743.82	3300	
743.849	3260	
743.877	3286	
743.905	3278	
743.933	3260	
743.961	3274	
743.989	3244	
744.018	3286	
744.046	3292	
744.074	3270	
744.102	3298	
744.13	3274	
744.158	3252	
744.186	3228	
744.215	3312	
744.243	3260	
744.271	3270	
744.299	3252	
744.327	3242	
744.355	3248	
744.384	3256	
744.412	3268	
744.44	3230	
744.468	3270	
744.496	3256	
744.524	3276	
744.552	3264	
744.58	3248	
744.609	3270	
744.637	3226	
744.665	3270	
744.693	3250	
744.721	3250	
744.749	3280	
744.777	3246	
744.806	3226	
744.834	3252	
744.862	3270	
744.89	3264	
744.918	3266	
744.946	3230	
744.974	3246	
745.002	3248	
745.031	3234	
745.059	3276	
745.087	3272	
745.115	3264	
745.143	3236	
745.171	3272	
745.199	3266	
745.227	3320	
745.255	3232	
745.283	3240	
745.312	3260	
745.34	3252	
745.368	3252	
745.396	3266	
745.424	3190	
745.452	3246	
745.48	3278	
745.508	3248	
745.536	3280	
745.564	3268	
745.593	3260	
745.621	3246	
745.649	3250	
745.677	3276	
745.705	3226	
745.733	3238	
745.761	3266	
745.789	3252	
745.817	3250	
745.845	3234	
745.873	3226	
745.901	3268	
745.93	3236	
745.958	3240	
745.986	3224	
746.014	3262	
746.042	3262	
746.07	3238	
746.098	3234	
746.126	3234	
746.154	3234	
746.182	3234	
746.21	3256	
746.238	3252	
746.266	3258	
746.294	3240	
746.322	3208	
746.35	3268	
746.379	3262	
746.407	3222	
746.435	3298	
746.463	3274	
746.491	3258	
746.519	3250	
746.547	3224	
746.575	3238	
746.603	3290	
746.631	3230	
746.659	3298	
746.687	3230	
746.715	3250	
746.743	3272	
746.771	3248	
746.799	3294	
746.827	3250	
746.855	3264	
746.883	3230	
746.911	3216	
746.939	3256	
746.967	3250	
746.995	3296	
747.023	3306	
747.051	3200	
747.079	3260	
747.107	3248	
747.135	3282	
747.163	3266	
747.191	3270	
747.219	3250	
747.248	3290	
747.276	3256	
747.304	3220	
747.332	3256	
747.36	3218	
747.388	3262	
747.416	3258	
747.444	3230	
747.472	3260	
747.5	3228	
747.528	3260	
747.556	3268	
747.584	3260	
747.612	3232	
747.64	3210	
747.668	3246	
747.696	3234	
747.724	3266	
747.751	3262	
747.779	3218	
747.807	3264	
747.835	3244	
747.863	3230	
747.891	3252	
747.919	3226	
747.947	3238	
747.975	3284	
748.003	3244	
748.031	3270	
748.059	3308	
748.087	3314	
748.115	3262	
748.143	3294	
748.171	3270	
748.199	3240	
748.227	3258	
748.255	3254	
748.283	3236	
748.311	3200	
748.339	3248	
748.367	3236	
748.395	3270	
748.423	3250	
748.451	3244	
748.479	3264	
748.507	3252	
748.535	3234	
748.563	3218	
748.591	3248	
748.618	3222	
748.646	3212	
748.674	3218	
748.702	3214	
748.73	3192	
748.758	3174	
748.786	3202	
748.814	3196	
748.842	3218	
748.87	3152	
748.898	3170	
748.926	3138	
748.954	3134	
748.982	3120	
749.01	3064	
749.038	3064	
749.065	3042	
749.093	3032	
749.121	3008	
749.149	2894	
749.177	2908	
749.205	2864	
749.233	2864	
